# %ECSV 1.0
# ---
# datatype:
# - {name: _idx, datatype: int64}
# - {name: c_ID, datatype: int64}
# - {name: _name, datatype: int64}
# - {name: area_ellipse, unit: deg2, datatype: float64}
# - {name: area_exact, unit: deg2, datatype: float64}
# - {name: flux, unit: Jy, datatype: float64}
# - {name: peak, unit: Jy / beam, datatype: float64}
# - {name: ring_std, unit: Jy / beam, datatype: float64}
# - {name: x_peak_px, datatype: int64}
# - {name: y_peak_px, datatype: int64}
# - {name: x_peak, datatype: float64}
# - {name: y_peak, datatype: float64}
# - {name: npix, datatype: int64}
# - {name: major_fwhm, unit: deg, datatype: float64}
# - {name: minor_fwhm, unit: deg, datatype: float64}
# - {name: major_sigma, unit: deg, datatype: float64}
# - {name: minor_sigma, unit: deg, datatype: float64}
# - {name: position_angle, unit: deg, datatype: float64}
# - {name: radius, datatype: float64}
# - {name: x_cen, datatype: float64}
# - {name: y_cen, datatype: float64}
# - {name: x_cen_px, datatype: float64}
# - {name: y_cen_px, datatype: float64}
# - {name: radial_d_px, datatype: float64}
# - {name: radial_d_AU, unit: AU, datatype: float64}
# - {name: rejected, datatype: float64}
# - {name: core_score, datatype: int64}
# - {name: detection_score, datatype: int64}
# - {name: B3_match, datatype: int64}
# - {name: notes, datatype: string}
# - {name: Schmiedeke16, datatype: string}
# schema: astropy-2.0
_idx c_ID _name area_ellipse area_exact flux peak ring_std x_peak_px y_peak_px x_peak y_peak npix major_fwhm minor_fwhm major_sigma minor_sigma position_angle radius x_cen y_cen x_cen_px y_cen_px radial_d_px radial_d_AU rejected core_score detection_score B3_match notes Schmiedeke16
1290 1 11 2.501796154650526e-10 7.947530864198802e-10 0.011686474202750773 0.006061571184545755 0.000352727627963259 2222 2114 266.8331106550795 -28.372213305859276 103 1.801407804336398e-05 1.7683058884119972e-05 7.649874597159386e-06 7.509303703029912e-06 -155.046136392933 7.579263264999009e-06 266.8331079756104 -28.37221463752907 2222.848739566769 2113.5205994751504 139.15393530452326 11828.084500270113 0.0 2 2 2 "" ""
1300 1 12 4.627000391310799e-11 1.388888888889111e-10 0.0022783941157137446 0.004883938003331423 0.000352727627963259 2324 2123 266.8327886412092 -28.37218830568865 18 9.212287212414361e-06 6.39513297222056e-06 3.912098180009031e-06 2.7157629245238184e-06 77.59746772845564 3.2594986108856734e-06 266.83279053052166 -28.37218906068093 2323.401547353029 2122.7282039341057 146.9213981272215 12488.318841317638 0.0 0 0 "" "" ""
1304 1 13 3.874055657822701e-11 1.1574074074075926e-10 0.0009558163052454192 0.0024727408308535814 0.000352727627963259 2303 2124 266.8328549381826 -28.372185528007865 15 9.364829672244637e-06 5.267244586088452e-06 3.976876998310737e-06 2.236792827206983e-06 -151.20250876121202 2.9825240895097384e-06 266.83285435275667 -28.37218483951933 2303.185437851686 2124.2478556061915 136.53678119509343 11605.626401740248 0.0 0 0 "" "" ""
1310 1 14 1.3451369799984233e-10 4.012345679012987e-10 0.002664530610601385 0.0024066779296845198 0.000352727627963259 2202 2128 266.8331737950093 -28.372174416915094 52 1.9301238216323532e-05 8.873579689838757e-06 8.196481194837908e-06 3.7682623385865275e-06 169.3981931248249 5.557561641173257e-06 266.83317405413163 -28.372176054070597 2201.917922047035 2127.4106239216344 131.68159076939327 11192.935215633966 0.0 0 1 "" "" ""
1312 1 15 1.9515639039173904e-10 6.018518518519481e-10 0.011257741960072938 0.006286255549639463 0.000352727627963259 2235 2131 266.83306961406794 -28.372166083657373 78 2.179103515765658e-05 1.1403086738096597e-05 9.253800605120201e-06 4.8424450786203185e-06 -144.9730680630123 6.6941034649008855e-06 266.83307421182957 -28.372169075802944 2233.5436289955123 2129.9228269958426 121.19958590402732 10301.964801959053 0.0 2 2 3 "" ""
1316 1 16 2.0896030789681156e-10 5.401234567902098e-10 0.008730190058138248 0.004867234267294407 0.000352727627963259 2259 2136 266.832993846123 -28.372152194773722 70 3.9116677460711684e-05 6.80172944512046e-06 1.661132346110871e-05 2.8884285487008693e-06 -153.2024402422985 6.926804524221175e-06 266.8329770421863 -28.372143305716165 2264.3227602163547 2139.2000590931843 111.72183477355281 9496.355955889605 0.0 0 0 "" "" ""
1317 1 17 9.728097574691027e-11 2.854938271605395e-10 0.0029026657497093354 0.0030205368530005217 0.000352727627963259 2342 2137 266.83273181534224 -28.3721494166911 37 1.7684446109139398e-05 7.004126295207139e-06 7.509892803255364e-06 2.9743785772449903e-06 124.69263858010154 4.726231508444024e-06 266.83273448900223 -28.372145730281417 2341.153103500846 2138.3271095147097 144.15173515145628 12252.897488259761 0.0 0 0 "" "" ""
1318 1 18 3.715506384104305e-11 1.1574074074075926e-10 0.0006597602224544749 0.0017785951495170593 0.000352727627963259 2175 2136 266.83325903390875 -28.37215219457212 15 9.516647185426046e-06 4.971089192418248e-06 4.041347960115979e-06 2.1110272111484907e-06 -174.81038683746982 2.9208552708965704e-06 266.83326005697757 -28.37215201614699 2174.675936002215 2136.0642324083337 136.58357790687933 11609.604122387349 0.0 0 1 "" "" ""
1319 1 19 2.0578069320641917e-10 4.783950617284716e-10 0.0069839488692585334 0.004356127232313156 0.000352727627963259 2321 2139 266.8327981122987 -28.372143861260028 62 2.8815859964511952e-05 9.092651654951919e-06 1.2236969030953372e-05 3.8612936364877995e-06 93.42516069425143 6.873902141369087e-06 266.8327998315052 -28.37213375038055 2320.4554365327176 2142.6399176178497 128.41400167473128 10915.190142722664 0.0 0 0 "" "" ""
1323 1 20 1.1221219524517937e-10 3.0092592592597406e-10 0.005314320662903103 0.005389129277318716 0.000352727627963259 2245 2142 266.8330380440848 -28.372135528109094 39 2.6201579240054842e-05 5.452932263250023e-06 1.1126786225276283e-05 2.3156471233360657e-06 -154.5558448070387 5.0759935494971215e-06 266.8330387050363 -28.37213672767568 2244.7906392216228 2141.5681560025687 108.5569078060101 9227.337164004497 0.0 0 1 "" filament ""
1325 1 21 2.4337097077572893e-10 7.793209876544456e-10 0.005518322333099649 0.0026823889929801226 0.000352727627963259 2190 2143 266.8332116789123 -28.372132750201306 101 3.2528092791844965e-05 9.526375293901951e-06 1.3813409164952752e-05 4.045479107418056e-06 178.13966164578798 7.475416923425305e-06 266.83321179277965 -28.372131687504137 2189.9639311439914 2143.3825709257876 122.35851317369836 10400.473619850345 0.0 0 1 "" filament ""
1327 1 22 9.369682784798014e-11 2.854938271605395e-10 0.0017080556054289246 0.0019723798613995314 0.000352727627963259 2162 2146 266.8333000748029 -28.372124416717295 37 1.3130639662948059e-05 9.085660755277132e-06 5.5760692587341564e-06 3.858324874739088e-06 -165.51726274101554 4.638349568999941e-06 266.83330059857724 -28.37212407300172 2161.8340906422713 2146.1237372185633 136.24795610325066 11581.076268757943 0.0 0 1 "" "" ""
1328 1 23 1.389636090698547e-10 4.243827160494506e-10 0.007509983367153473 0.006033006589859724 0.000352727627963259 2263 2147 266.832981218145 -28.372121639214978 55 1.7648013515583758e-05 1.002588616976534e-05 7.494421305281445e-06 4.2576018455939255e-06 177.30200356897137 5.648739857793481e-06 266.83298357343887 -28.372123133470993 2262.25394456272 2146.462068076412 104.2605510457324 8862.146838936065 0.0 1 2 "" "" ""
1329 1 24 1.0337921216910346e-10 2.932098765432568e-10 0.0043736579419456755 0.004470486659556627 0.000352727627963259 2329 2146 266.8327728563668 -28.372124416771936 38 1.2641378306311429e-05 1.0412530878809112e-05 5.3682990906191665e-06 4.421794735772372e-06 105.95679990310997 4.872116240295529e-06 266.83277538468457 -28.372121374703543 2328.1991405047884 2147.0951462641146 129.2459457704248 10985.905390490858 0.0 0 1 "" "" ""
1332 1 25 1.3276248579072045e-10 3.780864197531469e-10 0.006695332078757414 0.005610862281173468 0.000352727627963259 2278 2150 266.83293386320383 -28.372113305859266 49 1.544847653017996e-05 1.094226505107874e-05 6.560363949159826e-06 4.646752126205435e-06 -172.69650331301312 5.521266623650763e-06 266.8329356886298 -28.372112604059076 2277.421784113931 2150.2526484964656 103.4479984144725 8793.079866113836 0.0 1 1 "" "" ""
1334 1 26 3.061680253354665e-10 9.027777777779222e-10 0.017252519086845518 0.006827196106314659 0.000352727627963259 2294 2158 266.83288335129225 -28.37209108359515 117 2.8564830647083874e-05 1.3647267114665757e-05 1.2130366695051828e-05 5.795460737419701e-06 -167.86744221209312 8.384572971337088e-06 266.832890039932 -28.372091661112986 2291.8813272850684 2157.7920959588555 101.27360536102154 8608.256455762414 0.0 1 1 "" "" ""
1335 1 27 1.6081892463710942e-10 4.706790123457543e-10 0.007417755246880759 0.0050883530639112 0.000352727627963259 2316 2157 266.8328138973829 -28.37209386128493 61 1.8267554929749593e-05 1.1209190349382976e-05 7.7575163198976e-06 4.760104863654519e-06 -146.9985492802465 6.076725365213066e-06 266.8328107633634 -28.37209307042804 2316.992722619732 2157.2847067536586 114.38597154266523 9722.80758174802 0.0 1 1 "" "" ""
1336 1 28 7.236629705880049e-11 2.0833333333336666e-10 0.00549141229621583 0.007987439632415771 0.000352727627963259 2257 2156 266.8330001601294 -28.372096639219325 27 1.2196271387928951e-05 7.554866307783202e-06 5.179279585998537e-06 3.2082563267308645e-06 -149.20623540314406 4.07632880171458e-06 266.8329998160591 -28.372096041079576 2257.1089866684533 2156.215330291575 94.05371850049649 7994.56607285168 0.0 1 2 "" "" ""
1341 1 29 1.8930932224330375e-10 5.478395061729271e-10 0.008902670098620375 0.004949119873344898 0.000352727627963259 2332 2166 266.83276338551246 -28.372068861198812 71 1.9736981450640307e-05 1.2212618200283187e-05 8.381524308954532e-06 5.186221438047372e-06 76.90334641951563 6.593060067572203e-06 266.8327596126567 -28.37206950629696 2333.1950776689737 2165.7677620798554 118.39126172730151 10063.25724674975 0.0 0 0 "" "" ""
1342 1 30 8.261215119129814e-11 2.391975308642358e-10 0.004134997073576924 0.005344698671251535 0.000352727627963259 2248 2164 266.8330285730903 -28.372074416998746 31 1.3517100289838318e-05 7.781761345403189e-06 5.740183976419592e-06 3.304609777644777e-06 -175.0288725495563 4.355349365315722e-06 266.83302703402705 -28.37207456048089 2248.4875089007237 2163.948346447096 86.06494471336413 7315.520300612516 0.0 0 1 "" "" ""
1343 1 31 1.8035567306301047e-10 5.555555555556444e-10 0.02094075277441118 0.012902257964015007 0.000352727627963259 2269 2166 266.8329622761956 -28.372068861430193 72 2.5214693610483647e-05 9.107383501776542e-06 1.0707694485483391e-05 3.867549675821128e-06 -162.44313540115024 6.435257596718485e-06 266.8329626414495 -28.372071207884492 2268.884302870136 2165.1552765118863 86.92090656835954 7388.277058150412 0.0 1 2 4 filament ""
1346 1 32 5.760437816208613e-11 1.7746913580249752e-10 0.001040219670767104 0.0018645419040694833 0.000352727627963259 2138 2170 266.8333758424996 -28.372057749876063 23 1.1861121781600914e-05 6.18368331878664e-06 5.036954652492362e-06 2.6259685243614308e-06 -169.53791118887392 3.636878383460301e-06 266.8333762353522 -28.372059338639204 2137.8755628918693 2169.428044900999 138.07146463078678 11736.074493084412 0.0 0 0 "" "" ""
1347 1 33 3.037938674077344e-11 9.25925925926074e-11 0.0029949943980526654 0.009214594960212708 0.000352727627963259 2281 2170 266.8329243922662 -28.372057750297273 12 1.2228386623687067e-05 3.1632051112413473e-06 5.192917670923915e-06 1.3432895298798823e-06 -161.1409166724643 2.6411345927234226e-06 266.8329243992322 -28.37205751892933 2280.9977935372076 2170.083292464284 85.71781231182057 7286.014047104411 0.0 0 1 "" "" ""
1349 1 34 2.1702036962785005e-11 6.172839506173827e-11 0.0007403667257573372 0.003479914739727974 0.000352727627963259 2258 2172 266.8329970031442 -28.372052194774355 8 6.439389226527795e-06 4.291146430263357e-06 2.7345568253149307e-06 1.8222821057253904e-06 162.93388199709457 2.2322934327414555e-06 266.8329962289726 -28.372053241405045 2258.2452241701853 2171.6232128976753 78.80929182589915 6698.78980581359 0.0 0 1 "" "" ""
1350 1 35 2.2496316484553803e-10 5.787037037037962e-10 0.013225636457620855 0.00767488731071353 0.000352727627963259 2303 2178 266.83285493841913 -28.372035528007864 75 2.584825837983669e-05 1.1081476742333527e-05 1.0976744670736385e-05 4.705869888324262e-06 -137.9802159549709 7.18715049361304e-06 266.83286024934876 -28.372036693582675 2301.3177252147 2177.5803953563127 88.75870694168236 7544.490089800494 0.0 0 0 "" "" ""
1355 1 36 7.552134714393163e-11 2.237654320988012e-10 0.004457259445398756 0.006063060835003853 0.000352727627963259 2337 2180 266.8327476006383 -28.372029972279204 29 1.0670465281326132e-05 9.0116410277672e-06 4.531329391323357e-06 3.826891590626306e-06 96.11406624932296 4.164241388538034e-06 266.8327462899047 -28.37203010059277 2337.415183971393 2179.9538061687026 112.01733642166376 9521.473596697242 0.0 0 0 "" "" ""
1356 1 37 1.0885553737391552e-10 3.0092592592597406e-10 0.004659638674452544 0.004726552404463291 0.000352727627963259 2320 2182 266.8328012695447 -28.372024416820704 39 1.3450976233101219e-05 1.0304198898497708e-05 5.712103674964442e-06 4.375790379498949e-06 61.098889816150034 4.999496805440523e-06 266.83280131295163 -28.372025488943724 2319.986249829776 2181.6140357407776 97.85047405556854 8317.290296124005 0.0 0 0 "" "" ""
1366 1 38 7.058162338663892e-11 2.0833333333336666e-10 0.0015261253742037272 0.0022188464645296335 0.000352727627963259 2373 2196 266.8326339490237 -28.371985527559822 27 1.1561536709293326e-05 7.773088151611685e-06 4.909732586016514e-06 3.3009266113621533e-06 134.8159998686251 4.025750482562703e-06 266.832635546285 -28.371984126941694 2372.494057640008 2196.5042241559627 133.66597244725045 11361.607659551933 0.0 0 0 "" "" ""
1367 1 39 1.4693889052593607e-10 4.3209876543216787e-10 0.0032383394225563274 0.0023934016935527325 0.000352727627963259 2381 2201 266.8326086931379 -28.371971638597046 56 1.4563954330565901e-05 1.2846208316221053e-05 6.184741955674361e-06 5.455282387003894e-06 89.20103462780608 5.808572445872941e-06 266.8326097118068 -28.371975085346108 2380.67732503971 2199.7591714412424 140.00251474100205 11900.213753475744 0.0 0 0 "" "" ""
1369 1 40 1.1418141066828577e-10 3.240740740741259e-10 0.0024901433486617603 0.0025097322650253773 0.000352727627963259 2364 2203 266.83266236202206 -28.37196608319295 42 1.708031382109613e-05 8.51171494528828e-06 7.253341442008849e-06 3.6145925304353397e-06 157.1859709961632 5.1203392267487785e-06 266.832662537209 -28.3719665121147 2363.9445078187828 2202.845588337525 123.3162171058568 10481.878454438849 0.0 0 0 "" "" ""
1375 1 41 1.369775727509504e-10 3.703703703704296e-10 0.005252271000095332 0.004167341627180576 0.000352727627963259 2314 2213 266.83282021167054 -28.371938305738826 48 1.8118170911769002e-05 9.626150037422455e-06 7.694078768354835e-06 4.087849539813111e-06 108.4289421297734 5.608229342003155e-06 266.83281943394405 -28.371943910003175 2314.246347160934 2210.9824644240844 75.16622383718028 6389.129026832862 0.0 0 0 "" "" ""
1385 1 42 5.576668682863917e-11 1.6203703703706294e-10 0.006704339198721912 0.011840115301311016 0.000352727627963259 2334 2215 266.8327570718627 -28.371932750075633 21 1.044128341327107e-05 6.800462833979775e-06 4.434004812938409e-06 2.8878906684737336e-06 72.06942876870447 3.57839644579139e-06 266.8327578280443 -28.37193380017042 2333.760473122225 2214.6219663981715 90.92536565332627 7728.656080971769 0.0 0 1 "" "" ""
1387 1 43 1.8926795054179663e-10 5.70987654321079e-10 0.006635886907654653 0.00411728722974658 0.000352727627963259 2370 2220 266.8326434202392 -28.371918860919685 74 2.0538309055632833e-05 1.17335629358178e-05 8.721816811000901e-06 4.982785398220775e-06 129.37178308487108 6.592339603798622e-06 266.8326438063985 -28.371922518788345 2369.877677076484 2218.6831676572233 123.90077259339161 10531.565671301305 0.0 0 0 "" "" ""
1390 1 44 4.673449660186637e-11 1.388888888889111e-10 0.0012493999939011235 0.002656814642250538 0.000352727627963259 2359 2218 266.8326781471168 -28.371924416566838 18 9.748485298687738e-06 6.104048004048177e-06 4.139800541981378e-06 2.5921505199213437e-06 179.89672152504264 3.27581839045874e-06 266.83267970744885 -28.371925327921687 2358.5057524195445 2217.671913652654 113.21927165908171 9623.638090718268 0.0 0 0 "" "" ""
1393 1 45 3.0387343389447213e-11 9.25925925926074e-11 0.005223426094769143 0.01606687530875206 0.000352727627963259 2333 2227 266.83276022893597 -28.37189941674837 12 7.973270370738015e-06 4.852591742591374e-06 3.3859361727291658e-06 2.0607059774402407e-06 99.43694592337815 2.6414804391428156e-06 266.83276049708877 -28.371898958409318 2332.9150609755525 2227.165002239334 86.00200264708491 7310.170226032847 0.0 0 1 "" "" ""
1394 1 46 7.75584717586806e-11 2.3148148148151851e-10 0.002513632831114693 0.0033782997634261847 0.000352727627963259 2362 2228 266.83266867623735 -28.371896638764948 30 1.5101311665495014e-05 6.539312390694268e-06 6.412936605224344e-06 2.7769902861551027e-06 151.86982267313405 4.22003112055308e-06 266.8326685323082 -28.37189770122138 2362.0455894977285 2227.617515546066 114.25930918845998 9712.041281608557 0.0 0 0 "" "" ""
1398 1 47 9.762008205518262e-11 2.623456790123876e-10 0.015036707100808757 0.01656521111726761 0.000352727627963259 2330 2239 266.83276969998514 -28.371866083432817 34 1.9708776108791097e-05 6.3066252432614165e-06 8.369546603095977e-06 2.678177152674326e-06 94.80761811022076 4.734461795247128e-06 266.8327685093961 -28.371874440139955 2330.377121705177 2235.991584632575 81.58870874523738 6935.04024354879 0.0 0 1 "" "" ""
1402 1 48 1.9498405757086093e-10 6.172839506173827e-10 0.0043089540979721 0.002649648580700159 0.000352727627963259 2175 2239 266.8332590332702 -28.371866083461008 80 2.1431452299751033e-05 1.1584172451091287e-05 9.101099825005676e-06 4.919345100503864e-06 158.72665597847777 6.69114719860042e-06 266.8332570546902 -28.371866862741093 2175.6267306553027 2238.7194603885937 75.22389093195989 6394.030728990405 0.0 0 0 "" "" ""
1403 1 49 3.37858050081369e-11 1.0030864197532468e-10 0.001629893354949753 0.004731313791126013 0.000352727627963259 2392 2236 266.8325739666359 -28.371874416265623 13 1.170780602712067e-05 3.6743139794688786e-06 4.971847446188524e-06 1.5603374819329717e-06 162.19160771936518 2.7852755563392067e-06 266.8325737244025 -28.371873971122955 2392.0767298364794 2236.160251077006 142.74920599176545 12133.682510665898 0.0 0 1 "" "" ""
1404 1 50 8.365418872783602e-11 2.4691358024695307e-10 0.0042412547113729274 0.00545530254021287 0.000352727627963259 2381 2240 266.83260869356025 -28.371863305263716 32 1.7090127128913053e-05 6.23246589803501e-06 7.257508770139774e-06 2.6466845783763903e-06 154.43731453669486 4.382731629858295e-06 266.8326054109897 -28.3718650601339 2382.0397767673853 2239.368243155209 132.46711630585045 11259.70488624799 0.0 0 1 "" "" ""
1416 1 51 1.5058032246392234e-10 4.3981481481488515e-10 0.01826324509025155 0.013361687771975994 0.000352727627963259 2326 2257 266.83278232805395 -28.371816083455514 57 1.9655897433219088e-05 9.754226993052921e-06 8.347091097129145e-06 4.142238815078849e-06 95.44765379515373 5.880105843905145e-06 266.8327836520848 -28.371813190292926 2325.580605125905 2258.0415393629205 76.0071985177943 6460.611875523587 0.0 0 1 "" "" ""
1418 1 52 1.3736280583789163e-10 4.012345679012987e-10 0.010191485955564395 0.007944662123918533 0.000352727627963259 2355 2263 266.83269077547004 -28.371799416597963 52 2.461359501179594e-05 7.105777675604771e-06 1.0452431413489367e-05 3.0175459439455296e-06 148.0471773304019 5.6161100430942125e-06 266.83268723277627 -28.371800631083598 2356.122174394549 2262.562782061614 106.86318070951596 9083.370361681007 0.0 0 1 "" "" ""
1421 1 53 1.6042133048039112e-10 4.861111111111888e-10 0.025730770495151302 0.017294595018029213 0.000352727627963259 2336 2267 266.83275075825054 -28.37178830561883 63 1.8141559343363108e-05 1.1259134638745912e-05 7.704010920768544e-06 4.7813142505324365e-06 140.1704407929176 6.069208943653873e-06 266.8327514789778 -28.371788732564887 2335.7717037089315 2266.8462999225967 87.41042831501747 7429.886407654734 0.0 0 2 "" "" ""
1430 1 54 1.1135749244241652e-10 3.3179012345684317e-10 0.016417007983053022 0.01541715208441019 0.000352727627963259 2331 2276 266.8327665432439 -28.371763305649193 43 1.3864287380683484e-05 1.0226791537015396e-05 5.887620758936281e-06 4.342918499694097e-06 151.8708194666538 5.056625071445121e-06 266.83276427872994 -28.371762926302313 2331.717302829374 2276.136563340879 85.79532344469263 7292.602493356079 0.0 0 2 "" "" ""
1433 1 55 2.239634534773301e-10 5.787037037037962e-10 0.010711691905387517 0.0067674871534109116 0.000352727627963259 2369 2279 266.83264657781007 -28.37175497203948 75 3.333999943227247e-05 8.55320891433828e-06 1.4158194169709595e-05 3.6322133966826603e-06 -176.8558579371687 7.171163262404052e-06 266.83263694689487 -28.371753715667648 2372.050669508162 2279.4522842266038 125.5539842998034 10672.088665640513 0.0 2 2 18 "bad contour" ""
1443 1 56 1.7171792830505368e-10 4.938271604939061e-10 0.017979105628319655 0.011142773553729057 0.000352727627963259 2333 2288 266.8327602293545 -28.37172997230393 64 2.300402216980869e-05 9.504502192482441e-06 9.768908761563709e-06 4.0361904564803055e-06 171.40433363951314 6.279265587124842e-06 266.83276735339115 -28.37173070548845 2330.7434043305693 2287.736058407029 89.12635663477158 7575.740314973679 0.0 0 2 "" "" ""
1446 1 57 1.4216891942897914e-10 4.243827160494506e-10 0.0030613413935308234 0.0023543352726846933 0.000352727627963259 2348 2298 266.8327128746622 -28.37170219442742 55 2.9297856973621607e-05 6.178546511981425e-06 1.2441654314708599e-05 2.6237871233596622e-06 -177.01765202119552 5.713514888772462e-06 266.8327052146625 -28.371700329419554 2350.4263680622053 2298.6713965251097 111.59910502271055 9485.923928039108 0.0 0 1 "" "" ""
1447 1 58 4.1170954780802495e-11 1.2345679012347653e-10 0.0013010634616125558 0.003124726004898548 0.000352727627963259 2190 2300 266.83321167813364 -28.3716966390902 16 1.248975198208892e-05 4.19715141262321e-06 5.303909319289308e-06 1.7823660969252735e-06 156.01689254028744 3.074655777785095e-06 266.8332109310118 -28.371697496348453 2190.2366573189543 2299.6913873863878 77.72316970373866 6606.469425330491 0.0 0 0 "" "" ""
