# %ECSV 1.0
# ---
# datatype:
# - {name: _idx, datatype: int64}
# - {name: c_ID, datatype: int64}
# - {name: _name, datatype: int64}
# - {name: area_ellipse, unit: deg2, datatype: float64}
# - {name: area_exact, unit: deg2, datatype: float64}
# - {name: flux, unit: Jy, datatype: float64}
# - {name: peak, unit: Jy / beam, datatype: float64}
# - {name: ring_std, unit: Jy / beam, datatype: float64}
# - {name: x_peak_px, datatype: int64}
# - {name: y_peak_px, datatype: int64}
# - {name: x_peak, datatype: float64}
# - {name: y_peak, datatype: float64}
# - {name: npix, datatype: int64}
# - {name: major_fwhm, unit: deg, datatype: float64}
# - {name: minor_fwhm, unit: deg, datatype: float64}
# - {name: major_sigma, unit: deg, datatype: float64}
# - {name: minor_sigma, unit: deg, datatype: float64}
# - {name: position_angle, unit: deg, datatype: float64}
# - {name: radius, datatype: float64}
# - {name: x_cen, datatype: float64}
# - {name: y_cen, datatype: float64}
# - {name: x_cen_px, datatype: float64}
# - {name: y_cen_px, datatype: float64}
# - {name: radial_d_px, datatype: float64}
# - {name: radial_d_AU, unit: AU, datatype: float64}
# - {name: rejected, datatype: float64}
# - {name: 100.0GHz_snr, datatype: float64}
# - {name: core_score, datatype: int64}
# - {name: detection_score, datatype: int64}
# - {name: G2018, datatype: string}
# - {name: notes, datatype: string}
# - {name: Schmiedeke16, datatype: string}
# schema: astropy-2.0
_idx c_ID _name area_ellipse area_exact flux peak ring_std x_peak_px y_peak_px x_peak y_peak npix major_fwhm minor_fwhm major_sigma minor_sigma position_angle radius x_cen y_cen x_cen_px y_cen_px radial_d_px radial_d_AU rejected 100.0GHz_snr core_score detection_score G2018 notes Schmiedeke16
939 0 11 5.434778249225627e-10 2.0750000000000004e-09 0.0024478457575777992 0.0016565585974603891 3.1543457265984666e-05 3054 3070 266.8331245320217 -28.371845561781843 83 3.201915826146701e-05 2.1611724879640918e-05 1.3597284569168079e-05 9.177654541052998e-06 164.46988072782852 1.1170997290851667e-05 266.83312695284786 -28.37184365531947 3053.5739913102657 3070.3812921067038 18.496973035553253 2830.036874581668 0.0 9.203579748 2 2 "" "" ""
942 0 12 2.841981812619812e-10 1.0000000000000003e-09 0.00036635687359983513 0.00037822616286575794 3.1543457265984666e-05 2988 3071 266.83349958221226 -28.371840560988655 40 2.1701278624995144e-05 1.6674525482004176e-05 9.21568451516639e-06 7.081019000662117e-06 119.12688227805499 8.07814565082859e-06 266.8334969406543 -28.371838796869852 2988.4648505848363 3071.3528255925194 83.53765631454728 12781.261416075065 0.0 3.843908327 2 2 "" "" ""
943 0 13 1.5030744193343393e-09 3.5250000000000005e-09 0.027998661256410703 0.006754702422767878 3.1543457265984666e-05 3076 3076 266.83299951529045 -28.371815561818135 141 8.452313137905351e-05 2.2642397885135285e-05 3.5893669054419245e-05 9.615341067320367e-06 142.80789476611898 1.857767127806291e-05 266.8329996943617 -28.371805852254973 3075.9684880318805 3077.941912635238 7.145293767507515 1093.2299462474011 0.0 16.72814302 0 2 "" filament ""
945 0 14 3.8117010137513537e-10 1.3000000000000003e-09 0.054460854979901586 0.041291940957307816 3.1543457265984666e-05 3108 3074 266.83281767279504 -28.371825561667315 52 2.3194782294791316e-05 2.092406398610548e-05 9.849917127950415e-06 8.885631847010406e-06 46.937638712648 9.355358749002065e-06 266.8328150141172 -28.37182237994152 3108.467865835245 3074.6363443591017 36.563035297376466 5594.144399864383 0.0 8.599739781 1 2 172_K2 HII? ""
949 0 15 4.1233807247830253e-10 1.2000000000000002e-09 0.03562783776664707 0.01956445351243019 3.1543457265984666e-05 3116 3084 266.8327722122896 -28.37177556159191 48 2.61203211679393e-05 2.0099832404940798e-05 1.109227909922773e-05 8.535612921825892e-06 60.08745497456039 9.730334054484844e-06 266.8327794345949 -28.371781919853444 3114.7290410518194 3082.7283502904897 44.05528854931631 6740.459146867344 0.0 4.211137647 1 2 172_K2 HII? ""
953 0 16 1.3056360976908129e-09 4.050000000000001e-09 0.007618701289916933 0.002229738747701049 3.1543457265984666e-05 3159 3093 266.83252786176416 -28.37173056092821 162 4.524203007471696e-05 3.674494291807639e-05 1.9212521215871656e-05 1.5604140535330567e-05 97.12734004927287 1.731458579032376e-05 266.8325323202823 -28.371737349128345 3158.215399493561 3091.642363170974 88.42464328893148 13528.970422429293 0.0 10.61369963 1 2 "" "" ""
954 0 17 7.942599270503923e-11 2.5000000000000007e-10 0.00605672219108901 0.015438434667885303 3.1543457265984666e-05 3105 3088 266.83283472065256 -28.371755561691714 10 1.2866844928262942e-05 7.859738502725266e-06 5.464045949249524e-06 3.3377236274638413e-06 153.19463946210587 4.270535711870143e-06 266.83283187741125 -28.371755574097907 3105.500343888965 3087.9975179703624 37.12403024849222 5679.976628616169 0.0 3.0797245 1 2 172_K2 HII? ""
955 0 18 2.8635302913649024e-10 8.750000000000002e-10 0.0023327916518437746 0.001938729314133525 3.1543457265984666e-05 3137 3089 266.8326528782967 -28.371750561322212 35 2.5390574506127535e-05 1.4359746274091977e-05 1.0782384224945659e-05 6.098022778595486e-06 -174.79585350419222 8.108712882528722e-06 266.83265285120353 -28.371749829622072 3137.004768207645 3089.146340009876 67.22809580423909 10285.898657584581 0.0 2.324822968 2 2 "" "" ""
957 0 19 4.987487981333471e-10 1.4750000000000002e-09 0.010377070831128361 0.005597500130534172 3.1543457265984666e-05 3056 3091 266.8331131667737 -28.37174056178986 59 2.9660643554534486e-05 2.14101053731463e-05 1.2595715590719229e-05 9.092034619938403e-06 160.52073200689915 1.0701433652259734e-05 266.83311343701206 -28.37173647728739 3055.9524437622263 3091.8169004532374 25.49967852303319 3901.450814028871 0.0 6.611065868 0 2 "" filament ""
963 0 20 2.9516933683311957e-10 9.000000000000002e-10 0.0015910845730928874 0.0014157291734591126 3.1543457265984666e-05 3060 3105 266.8330904364353 -28.37167056180305 36 2.6411924474186143e-05 1.4229469372281277e-05 1.1216111621743484e-05 6.042699272204581e-06 133.31775354430368 8.232593123291997e-06 266.83309089915383 -28.37167052633882 3059.9185723078513 3105.0070927954125 35.14867095475434 5377.746656553143 0.0 3.350805289 1 2 "" filament ""
965 0 21 2.9740560707197264e-10 8.750000000000002e-10 0.008836786013203554 0.0069834524765610695 3.1543457265984666e-05 3102 3104 266.8328517685036 -28.371675561713978 35 2.660097388972715e-05 1.4235382062106551e-05 1.1296393516718826e-05 6.045210160388054e-06 117.32453815234504 8.263720279814073e-06 266.83284900341124 -28.37167318489274 3102.486592559461 3104.4753635509387 44.54303047225489 6815.08366166141 0.0 4.004622381 0 2 "" filament ""
966 0 22 4.300472574362999e-10 1.2750000000000003e-09 0.002955034950713055 0.0018275129841640592 3.1543457265984666e-05 3133 3104 266.83267560883735 -28.371675561381604 51 2.9224846694101234e-05 1.8736197388535636e-05 1.2410649703687712e-05 7.956530448291384e-06 157.39655952802377 9.937087714741664e-06 266.83267440122097 -28.37167216866205 3133.2125143207195 3104.678543291858 69.38918576508979 10616.545421191004 0.0 3.705974984 2 2 "" "" ""
967 0 23 7.588610927216514e-10 1.9500000000000005e-09 0.0016102775589822 0.0006649951101280749 3.1543457265984666e-05 3034 3108 266.8332381832147 -28.371655561649874 78 5.112092490511393e-05 1.8900839600782242e-05 2.1709057986399995e-05 8.026447558345728e-06 130.0076302784729 1.320025058356568e-05 266.8332484379706 -28.371656119131156 3032.195401576419 3107.8885004306762 53.59468741232839 8199.987175080767 0.0 2.390630146 0 2 "" filament ""
969 0 24 2.451030463576292e-10 6.750000000000002e-10 0.001177691072961655 0.0012323141563683748 3.1543457265984666e-05 3073 3105 266.83301656303036 -28.371670561819894 27 2.626426314148109e-05 1.1882313336567542e-05 1.115340562728049e-05 5.045953877299942e-06 131.05891951581884 7.501971098989584e-06 266.8330223787647 -28.37166806274052 3071.976566103186 3105.499815893924 33.4998240901995 5125.473086339545 0.0 3.342236794 0 2 "" filament ""
980 0 25 2.834833053698513e-10 8.500000000000002e-10 0.001974106244565207 0.001650423277169466 3.1543457265984666e-05 3042 3116 266.83319272259996 -28.371615561713973 34 4.3424034703811015e-05 8.312177855763247e-06 1.8440489665205095e-05 3.5298569303855234e-06 132.5585058782624 8.0679793160634e-06 266.83319313029745 -28.371618134193593 3041.928255422239 3115.4855039711133 52.87058612850631 8089.199678270786 0.0 4.608883946 0 2 "" filament ""
981 0 26 8.36267542974642e-11 2.5000000000000007e-10 0.0005028873049868602 0.0013254384975880384 3.1543457265984666e-05 3130 3112 266.8326926566712 -28.371635561423663 10 1.1628825109064919e-05 9.156445498927013e-06 4.9383073384327686e-06 3.88838438769391e-06 135.6375963653845 4.382012911482147e-06 266.83269103509565 -28.37163906010352 3130.2853577318897 3111.300263244065 70.29718071862587 10755.4686502019 0.0 2.007263043 2 2 "" "" ""
982 0 27 1.0434291204258735e-09 2.5000000000000005e-09 0.004609468243412306 0.0015445934841409326 3.1543457265984666e-05 3058 3122 266.8331018015108 -28.371585561796923 100 7.53354090477539e-05 1.7635237575871048e-05 3.199200261893633e-05 7.488995863222859e-06 129.1593762059405 1.547862963150902e-05 266.8330913989833 -28.37158835514865 3059.830604527854 3121.441330779814 50.91698513695062 7790.298726130289 0.0 2.797014927 1 2 "" filament ""
983 0 28 1.644250849474055e-10 5.000000000000001e-10 0.004870681071723403 0.006449864711612463 3.1543457265984666e-05 3101 3114 266.83285745115114 -28.37162556172094 20 1.749409061150907e-05 1.196724592070474e-05 7.429056266284307e-06 5.082021424931201e-06 90.30667921516975 6.14447907574566e-06 266.8328546470284 -28.371627954330496 3101.4934598849673 3113.521477406558 50.930317709685255 7792.338608911325 0.0 3.908082437 0 2 "" extended ""
988 0 29 2.909583135321858e-10 8.750000000000002e-10 0.0008648444313234118 0.0007663474534638226 3.1543457265984666e-05 3087 3119 266.83293700711204 -28.371600561793507 35 2.528707362188484e-05 1.46504076840217e-05 1.0738431446277455e-05 6.221455314573368e-06 127.4495064865159 8.173657161370585e-06 266.83293695987743 -28.37159972551627 3087.00831231559 3119.167255437168 49.49746886495638 7573.112736469714 0.0 1.950384651 1 2 "" "" ""
994 0 30 3.8129043232078956e-10 1.1750000000000002e-09 0.007748283112755267 0.005126941483467817 3.1543457265984666e-05 3109 3124 266.8328119907126 -28.371575561658716 47 2.5773651895680617e-05 1.8836380795854956e-05 1.094506221401809e-05 7.9990744242231e-06 76.42331329447127 9.356835321180061e-06 266.8328116560513 -28.37157790655527 3109.058891832513 3123.5310205802575 63.47288827441853 9711.35190625866 0.0 8.798402626 1 2 "" HII_new? ""
1003 0 31 9.372542362170321e-11 2.7500000000000003e-10 0.00126671794624453 0.003004560014232993 3.1543457265984666e-05 3033 3128 266.8332438655746 -28.3715555616408 11 1.734900345223052e-05 6.878605315613693e-06 7.3674434226257415e-06 2.9210747250638794e-06 122.15797611928667 4.639057314818408e-06 266.8332484782851 -28.371552431441607 3032.18826825197 3128.626038328479 69.22053309210709 10590.741563374228 0.0 8.324225311 1 2 "" filament ""
1009 0 32 4.507354186722791e-10 1.3750000000000003e-09 0.00758413124162109 0.004686442203819752 3.1543457265984666e-05 3027 3137 266.8332779608469 -28.37151056158142 55 2.9235571397656106e-05 1.9630330529558395e-05 1.2415204065953101e-05 8.336233832806699e-06 143.38522846590595 1.0173300554677303e-05 266.8332806090301 -28.3715135220266 3026.5339819455194 3136.4079099663218 78.83868126725719 12062.318234216647 0.0 16.90052676 1 2 "" filament ""
1011 0 33 1.3204459390888026e-10 4.0000000000000007e-10 0.0008884437004880668 0.0015401904238387942 3.1543457265984666e-05 3110 3135 266.83280630826005 -28.371520561649877 16 1.6701159090636608e-05 1.0066801951995882e-05 7.092329252878049e-06 4.2749771785060435e-06 97.97057565423798 5.506318706586505e-06 266.8328053498765 -28.371518994410266 3110.16865400362 3135.313447617462 73.92860608490535 11311.07673051624 0.0 2.903539103 2 2 "" "" ""
1012 0 34 7.972244604500188e-10 3.4750000000000005e-09 0.002717277370029446 0.0012171048438176513 3.1543457265984666e-05 3134 3138 266.83266992683195 -28.371505561367098 139 3.919771876578331e-05 2.589627718887396e-05 1.6645738534669276e-05 1.0997136381405997e-05 -169.92971777227015 1.3529798846804162e-05 266.8326689201711 -28.37150531633197 3134.17714930744 3138.049006507612 90.71090979944061 13878.769198662354 0.0 4.785998262 2 2 "" resolved? ""
1020 0 35 7.304036630759113e-10 1.9250000000000003e-09 0.0038932965607354577 0.0019344065804034472 3.1543457265984666e-05 3064 3141 266.83306770607976 -28.37149056181248 77 3.788354635943622e-05 2.4548775117823004e-05 1.60876608976455e-05 1.042490493896758e-05 170.5717470130702 1.2950379745331803e-05 266.83307516996376 -28.371481713896337 3062.6865271160805 3142.769582686704 71.37979133347024 10921.108074429289 0.0 5.629363227 2 2 "" multiple? ""
1021 0 36 7.708393674375017e-10 2.1500000000000002e-09 0.05195791235021381 0.019360370934009552 3.1543457265984666e-05 3091 3142 266.8329142769656 -28.371485561777476 86 4.499855773905046e-05 2.1811362938855586e-05 1.9109128034647354e-05 9.262433018982103e-06 -177.9328790803361 1.3304022642497052e-05 266.832912593463 -28.371477821134505 3091.2962592077797 3143.548128327091 74.10452271301448 11337.991974591287 0.0 10.14947801 0 2 171_K3 HII ""
10600 1 37 8.647616147276822e-11 2.7500000000000003e-10 6.778560832547176e-05 0.00017896217468660325 3.1543457265984666e-05 3109 2875 266.83281198824517 -28.37282056165876 11 1.270704057265039e-05 8.665018605929281e-06 5.396183287748165e-06 3.6796946009585194e-06 89.78743987478312 4.456041574055331e-06 266.83281188945153 -28.37282046404569 3109.017385226759 2875.0195225840775 200.42852913702433 30665.564959590127 0.0 2.676487145 2 2 "" "" ""
10821 1 38 5.970214403375115e-10 1.9000000000000005e-09 0.0006179082656501992 0.0003291853645350784 3.1543457265984666e-05 3162 2904 266.83251080949003 -28.37267556086568 76 5.443066714608639e-05 1.3965734543572707e-05 2.3114576105696012e-05 5.9307014024458735e-06 141.55021423229704 1.1708358079892894e-05 266.8325028510294 -28.372677080011087 3163.4004892740672 2903.6961649304267 191.52083525994004 29302.68779597245 0.0 3.469229938 0 2 "" filament ""
10971 1 39 1.19927324913539e-10 3.7500000000000005e-10 9.249013135587246e-05 0.00018556621216703206 3.1543457265984666e-05 3075 2915 266.8330051977385 -28.372620561818973 15 1.4899649393250537e-05 1.0248483583849464e-05 6.3272985231679186e-06 4.352130263828618e-06 -170.50599987981417 5.247592532862781e-06 266.8330045354369 -28.372621440874312 3075.1165485980637 2914.824188916219 157.20670617059696 24052.626045104404 0.0 3.041112899 2 2 "" "" ""
11018 1 40 5.445283033790247e-10 1.7000000000000003e-09 0.0005617329633080645 0.00027856577071361244 3.1543457265984666e-05 3008 2925 266.83338593314045 -28.37257056133743 68 3.201738528899972e-05 2.165469686075081e-05 1.3596531657084192e-05 9.195903061232096e-06 63.97415981633233 1.1181788188278278e-05 266.83338761754106 -28.3725692947816 3007.7035864364143 2925.2533102702955 160.21429319435205 24512.78685971913 0.0 2.927376154 1 1 "" extended ""
11166 1 41 1.795095172901631e-10 5.500000000000001e-10 0.0006070391968135183 0.0008126652683131397 3.1543457265984666e-05 3158 2934 266.8325335406748 -28.372525560948606 22 2.3663625767592383e-05 9.65881177729597e-06 1.004901661913676e-05 4.101719703668068e-06 118.15247052903791 6.420144038041601e-06 266.83253512718653 -28.3725217951516 3157.7208161497006 2934.753160531485 161.81703638822194 24758.006568524346 0.0 1.479922396 0 2 "" filament ""
11246 1 42 1.2843701213236175e-10 3.7500000000000005e-10 0.00032464584942215775 0.0005636333953589201 3.1543457265984666e-05 3148 2945 266.8325903670528 -28.372470561139483 15 2.2812588718493895e-05 7.168579987687773e-06 9.687614459810694e-06 3.0442156303258224e-06 98.94917004933001 5.430578915652194e-06 266.8325919123984 -28.37246783960801 3147.728059128736 2945.5443072651756 147.39667962491433 22551.69198305557 0.0 1.733072113 0 2 "" filament ""
11295 1 43 2.1694180461693504e-10 6.500000000000001e-10 0.0001782431662856137 0.00020111484627705067 3.1543457265984666e-05 3100 2948 266.8328631324735 -28.372455561727644 26 1.930018171976125e-05 1.4311968205994803e-05 8.19603254205677e-06 6.0777333011901985e-06 131.9882678740972 7.057853775652835e-06 266.8328629524574 -28.372454628819767 3100.031678659566 2948.1865815368565 126.94698736087717 19422.88906709248 0.0 2.255170004 0 1 "" "" ""
11296 1 44 4.923534426061416e-10 1.2750000000000003e-09 0.00039056089024900134 0.00022581078519579023 3.1543457265984666e-05 3133 2949 266.8326756063051 -28.3724505613816 51 4.320759970601795e-05 1.4508895426098888e-05 1.8348578184219623e-05 6.1613605917424564e-06 116.1555436956792 1.0632601118200388e-05 266.8326752925579 -28.372440992595173 3133.0552173046444 2950.913757126754 135.608324867156 20748.0737050851 0.0 2.370575957 0 1 "" filament ""
11316 1 45 7.431292339085826e-11 2.2500000000000005e-10 6.536216933730431e-05 0.0001917992194648832 3.1543457265984666e-05 3007 2949 266.8333916153404 -28.372450561322225 9 1.2336185996431342e-05 7.67009865431634e-06 5.238695849588459e-06 3.2571909987353335e-06 53.98393820791408 4.130790840310325e-06 266.83339165855307 -28.372448886383996 3006.992394612272 2949.334987621714 138.82612873667412 21240.397697674725 0.0 2.030748478 0 1 "" "" ""
11341 1 46 1.9555474542184397e-10 6.000000000000001e-10 0.00014439345083234453 0.000182075789780356 3.1543457265984666e-05 3030 2954 266.8332609152222 -28.372425561612186 24 2.1637200777188965e-05 1.15076010336049e-05 9.188473158637729e-06 4.886828213428791e-06 61.87919111746926 6.700932015023284e-06 266.8332615365547 -28.372429911263897 3029.890662444776 2953.1300694414767 126.10811512479262 19294.541614803147 0.0 2.740675739 0 1 "" filament ""
11350 1 47 8.053208269331884e-10 2.4750000000000002e-09 0.0006750583932036996 0.0002337507321499288 3.1543457265984666e-05 2998 2959 266.83344275864476 -28.372400561174807 99 3.8793869704151726e-05 2.6431593126134248e-05 1.6474239628634493e-05 1.1224464129184385e-05 96.60716757360954 1.3598327535663926e-05 266.8334415500323 -28.372404904731876 2998.2126892209376 2958.1312893260592 135.68585225642215 20759.935395805725 0.0 4.940410218 0 1 "" "" ""
11365 1 48 1.6503846826192496e-10 5.000000000000001e-10 0.00012781900606629603 0.00017539350665174425 3.1543457265984666e-05 3096 2954 266.83288586295873 -28.37242556175216 20 1.5150859850504344e-05 1.3869647252286138e-05 6.433977782070908e-06 5.88989688683572e-06 65.31469435145326 6.155929313157327e-06 266.8328853113838 -28.372425716383145 3096.0970636237953 2953.969073694244 120.46563011865257 18431.241408953167 0.0 3.223884129 0 1 "" "" ""
11387 1 49 2.7825601764927645e-10 8.500000000000002e-10 0.0002549593315230095 0.0002219132293248549 3.1543457265984666e-05 3115 2959 266.8327778934253 -28.37240056160216 34 2.5487174596785646e-05 1.3900818844365405e-05 1.0823406506398526e-05 5.903134243187023e-06 76.73594649556986 7.993248499568519e-06 266.8327785451057 -28.372405654521764 3114.8853181416953 2957.981416307928 121.81702647520342 18638.005050606935 0.0 2.072709305 0 1 "" filament ""
11412 1 50 1.0701477891277576e-10 3.2500000000000007e-10 0.0001541566473570947 0.00031775061506778 3.1543457265984666e-05 3013 2958 266.8333575195299 -28.372405561409888 13 1.6456840264353278e-05 8.279704118733476e-06 6.988576600186442e-06 3.5160666039874212e-06 48.25700207140926 4.957045571035584e-06 266.8333549352784 -28.37240633879353 3013.454765392138 2957.844524527284 128.29270078882647 19628.783221133035 0.0 3.384786691 0 2 "" filament ""
11452 1 51 7.857055338999889e-11 2.5000000000000007e-10 6.889431596625309e-05 0.0001830596011132002 3.1543457265984666e-05 3128 2963 266.832704019572 -28.372380561450523 10 1.8984245867953858e-05 5.269676735115426e-06 8.061866938840479e-06 2.237825665802062e-06 113.86791401546252 4.2474760446668e-06 266.8327040792459 -28.372382908260594 3127.9894976165806 2962.530638015758 122.95676092266794 18812.384422250154 0.0 1.450057465 0 2 "" filament ""
11461 1 52 6.308253496357672e-10 1.9250000000000003e-09 0.001127596377014157 0.0004795971908606589 3.1543457265984666e-05 3024 2973 266.83329501063827 -28.372330561548555 77 5.4724268885560566e-05 1.4677317241393965e-05 2.3239257284664963e-05 6.232882751429552e-06 53.842091700397084 1.203526343233175e-05 266.8333125174329 -28.372349542272122 3020.919239887845 2969.203848091355 114.78803465893454 17562.56930337393 0.0 5.861735565 0 2 "" filament ""
11480 1 53 4.4317520356144046e-11 1.5000000000000002e-10 0.00019581834045760924 0.0008268430246971548 3.1543457265984666e-05 3155 2965 266.83255058921014 -28.372370561008335 6 1.1717492760204071e-05 4.815687217200897e-06 4.975961022979176e-06 2.045034068468533e-06 108.47987538879059 3.1899858644457887e-06 266.83254776890806 -28.372373038209233 3155.4963023035384 2964.5045578724885 136.11356499832414 20825.37544521776 0.0 1.615705992 0 2 "" filament ""
11503 1 54 9.080278733618706e-11 2.7500000000000003e-10 6.251619110221513e-05 0.00016087475523818284 3.1543457265984666e-05 3093 2966 266.8329029108564 -28.37236556176805 11 1.1470019086157498e-05 1.007981478075457e-05 4.870868629796613e-06 4.280503218080128e-06 111.20745715165613 4.566154710989318e-06 266.8329047819695 -28.372362940956513 3092.670730304677 2966.5241626308944 107.48223741643413 16444.7823248453 0.0 2.559257744 0 1 "" "" ""
11516 1 55 1.7101124867755073e-10 5.25e-10 0.0001260845943159027 0.00017636451229918748 3.1543457265984666e-05 3087 2968 266.8329370065054 -28.372355561793515 21 1.7272968347910744e-05 1.260593934970463e-05 7.335154286782762e-06 5.353249551406359e-06 52.7410045610946 6.266331573992574e-06 266.83293724616465 -28.372353839581443 3086.957826071086 2968.3444424359523 104.72922789119818 16023.571866821709 0.0 1.850467181 0 1 "" "" ""
