# %ECSV 1.0
# ---
# datatype:
# - {name: _idx, datatype: int64}
# - {name: c_ID, datatype: int64}
# - {name: _name, datatype: int64}
# - {name: area_ellipse, unit: deg2, datatype: float64}
# - {name: area_exact, unit: deg2, datatype: float64}
# - {name: flux, unit: Jy, datatype: float64}
# - {name: peak, unit: Jy / beam, datatype: float64}
# - {name: ring_std, unit: Jy / beam, datatype: float64}
# - {name: x_peak_px, datatype: int64}
# - {name: y_peak_px, datatype: int64}
# - {name: x_peak, datatype: float64}
# - {name: y_peak, datatype: float64}
# - {name: npix, datatype: int64}
# - {name: major_fwhm, unit: deg, datatype: float64}
# - {name: minor_fwhm, unit: deg, datatype: float64}
# - {name: major_sigma, unit: deg, datatype: float64}
# - {name: minor_sigma, unit: deg, datatype: float64}
# - {name: position_angle, unit: deg, datatype: float64}
# - {name: radius, datatype: float64}
# - {name: x_cen, datatype: float64}
# - {name: y_cen, datatype: float64}
# - {name: x_cen_px, datatype: float64}
# - {name: y_cen_px, datatype: float64}
# - {name: radial_d_px, datatype: float64}
# - {name: radial_d_AU, unit: AU, datatype: float64}
# - {name: rejected, datatype: float64}
# - {name: 225.0GHz_snr, datatype: float64}
# - {name: core_score, datatype: int64}
# - {name: detection_score, datatype: int64}
# - {name: B3_match, datatype: int64}
# - {name: notes, datatype: string}
# - {name: Schmiedeke16, datatype: string}
# schema: astropy-2.0
_idx c_ID _name area_ellipse area_exact flux peak ring_std x_peak_px y_peak_px x_peak y_peak npix major_fwhm minor_fwhm major_sigma minor_sigma position_angle radius x_cen y_cen x_cen_px y_cen_px radial_d_px radial_d_AU rejected 225.0GHz_snr core_score detection_score B3_match notes Schmiedeke16
1952 1 28 3.310238888845898e-11 1.0030864197532468e-10 0.0029966879388902325 0.008575096726417542 0.0002510587313264703 2240 2116 266.83409133290957 -28.385035528108588 13 7.0243112412727965e-06 6.000301903390827e-06 2.9829503346105906e-06 2.548093607429762e-06 -135.42356245765944 2.7569614939098654e-06 266.8340901106103 -28.385037224086755 2240.3871245710184 2115.38944795662 134.95335525816535 11471.03519675491 0.0 5.106888682 0 0 "" "" ""
1955 1 29 8.361296245171934e-10 3.5802469135808194e-09 0.2601075776823587 0.08148544281721115 0.0002510587313264703 2245 2127 266.83407554600024 -28.385004972555766 464 3.45679349874958e-05 3.0797657639618025e-05 1.467965038790957e-05 1.3078561015567223e-05 46.71757712385378 1.3855998819481414e-05 266.83407771079516 -28.38499552342721 2244.314369353874 2130.4016861832506 119.73338324650246 10177.337576096634 0.0 36.86921533 0 2 2 HII F10.37
1957 1 30 3.2765201156947865e-10 9.722222222223776e-10 0.01142665702683628 0.0040290565229952335 0.0002510587313264703 2202 2128 266.8342113133383 -28.385002194695055 126 2.3184313460891636e-05 1.7994347824225914e-05 9.84547142352312e-06 7.641495944540176e-06 139.42753813844863 8.673761004024616e-06 266.8342119134881 -28.385003869401103 2201.8099223312265 2127.3971055831116 131.7336453041557 11197.35985053962 0.0 9.565932435 0 0 "" "" ""
1959 1 31 1.9346431318766321e-10 5.864197530865136e-10 0.0035835615154536805 0.002189885126426816 0.0002510587313264703 2179 2132 266.83428393305394 -28.38499108348437 76 2.3410261450354233e-05 1.0522334756931656e-05 9.941422700114035e-06 4.468424149495195e-06 -150.95517705920858 6.665020125515697e-06 266.8342769242281 -28.384986223030168 2181.2198204564074 2133.7497675720433 135.07342313572565 11481.240966295112 0.0 2.764534554 0 0 "" "" ""
1960 1 32 6.444353674630877e-11 1.9290123456793208e-10 0.002101643048893673 0.0033011971972882748 0.0002510587313264703 2202 2138 266.83421131329857 -28.384974416917288 25 1.0461958546535223e-05 7.843030150717314e-06 4.442784733640961e-06 3.3306282436602215e-06 -155.9694882478014 3.846721242092679e-06 266.83421265857766 -28.38497495034427 2201.5739256348234 2137.807965747241 122.19712446777915 10386.755579760655 0.0 3.877628469 0 0 "" "" ""
1964 1 33 1.8284023890349635e-10 5.401234567902098e-10 0.0034300126800562805 0.002065749140456319 0.0002510587313264703 2189 2144 266.8342523591971 -28.384957750199057 70 2.3297044021431283e-05 9.992829378409082e-06 9.893343684835625e-06 4.243563918820704e-06 -148.22221630910377 6.479431788163305e-06 266.83424390216624 -28.384955403758394 2191.678496226193 2144.8447228243335 120.2457072844158 10220.885118660457 0.0 2.132103541 0 0 "" "" ""
1977 1 34 1.7537089456453342e-10 5.092592592593407e-10 0.00957914710599907 0.005819622427225113 0.0002510587313264703 2343 2148 266.8337661229172 -28.38494663890864 66 1.689178895395253e-05 1.3219023754040733e-05 7.173282302228119e-06 5.613602526415982e-06 -165.761892594757 6.345703716254236e-06 266.8337667440028 -28.384945983014394 2342.803291297599 2148.23612241059 137.72558824597374 11706.675001250655 0.0 7.002167928 0 0 "" "" ""
1978 1 35 4.651441623711823e-11 1.388888888889111e-10 0.0037503706083964724 0.007790806237608194 0.0002510587313264703 2290 2147 266.8339334639643 -28.384949416942888 18 9.643846809479323e-06 6.1412218180076935e-06 4.095364666964423e-06 2.607936785219178e-06 -135.1261378921873 3.2680961068890565e-06 266.83393381734214 -28.384949729568604 2289.88807859818 2146.88745486519 110.5588340135368 9397.500891568081 0.0 2.186528127 0 0 "" "" ""
1987 1 36 6.34713540649254e-11 1.851851851852148e-10 0.004081458047490171 0.006396914832293987 0.0002510587313264703 2326 2151 266.8338197983673 -28.384938305679842 24 1.1387194172809233e-05 7.097061188310631e-06 4.835696127539789e-06 3.0138443926051067e-06 172.74296224839156 3.817595533621656e-06 266.8338196578853 -28.38493922660166 2326.044492601382 2150.6684680539174 125.09803393242143 10633.332884225912 0.0 5.224175054 0 0 "" "" ""
1989 1 37 4.4742516243801577e-10 1.3194444444446555e-09 0.06257512747837143 0.015302849933505058 0.0002510587313264703 2276 2156 266.83397766728115 -28.38492441697651 171 2.9239221778946887e-05 1.948373021577259e-05 1.2416754240157914e-05 8.273978411593025e-06 48.10693849673745 1.013587472915499e-05 266.8339689799342 -28.384916746254348 2278.751445820312 2158.7614580041695 95.66147177564876 8131.225100714055 0.0 5.190374702 0 1 5 extended ""
1990 1 38 3.652914033010731e-11 1.0802469135804197e-10 0.0023430226285844663 0.006160958670079708 0.0002510587313264703 2323 2155 266.83382927052565 -28.384927194584993 14 7.735421655010203e-06 6.012747580126806e-06 3.2849311230100967e-06 2.5533787997153645e-06 -155.7673876162189 2.89614804318066e-06 266.83382860185804 -28.38492620850006 2323.2117800940264 2155.354990175005 119.65635223133587 10170.789940132447 0.0 6.120632292 0 0 "" "" ""
1992 1 39 9.744795593457765e-11 2.777777777778222e-10 0.005913098051083861 0.006333479657769203 0.0002510587313264703 2321 2164 266.833835585334 -28.384902194595472 36 1.3580134988108489e-05 9.136632553031509e-06 5.7669523481273094e-06 3.87997060425542e-06 53.04746699382491 4.730285994194825e-06 266.83383754353684 -28.384903671377156 2320.379799756191 2163.468359745273 111.539414463655 9480.850229555663 0.0 6.406439265 0 0 "" "" ""
1993 1 40 1.657542815736546e-10 4.3209876543216787e-10 0.004988488422564364 0.0037215647753328085 0.0002510587313264703 2246 2169 266.8340723886063 -28.38488830588944 56 1.9225359135647432e-05 1.0977610225010691e-05 8.164258316135895e-06 4.661761839583123e-06 156.44853733848348 6.1692647752111824e-06 266.83406959510165 -28.38489071958943 2246.884755048669 2168.1310680788993 81.9281805303195 6963.895344881763 0.0 3.684709455 0 0 "" "" ""
1995 1 41 1.8499002734851502e-10 4.861111111111888e-10 0.02105602123475941 0.01302009355276823 0.0002510587313264703 2287 2171 266.83394293617295 -28.38488275028464 63 1.923935653595166e-05 1.2242645836350988e-05 8.170202464748766e-06 5.198973001009121e-06 94.18176698273149 6.517412218588526e-06 266.8339442141698 -28.384879876458943 2286.5952355528766 2172.0345776426543 86.12675744813468 7320.774383799549 0.0 7.420219227 0 0 "" "" ""
1996 1 42 5.4920082036361255e-11 1.5432098765434567e-10 0.0031091090708537427 0.005734126083552837 0.0002510587313264703 2319 2172 266.8338419001336 -28.38487997238344 20 1.1095486079191928e-05 6.3023476610174935e-06 4.7118191059249715e-06 2.6763606307481817e-06 -161.08671529258837 3.551130405139283e-06 266.83384268893025 -28.38488108404364 2318.750172656661 2171.5998027797605 104.27452787950261 8863.334870513969 0.0 4.067826761 0 0 "" "" ""
1997 1 43 8.946090609768668e-11 2.623456790123876e-10 0.0075680283280033156 0.008454160764813423 0.0002510587313264703 2303 2174 266.83389241816354 -28.384874416898914 34 1.4087310525975292e-05 8.085794826862243e-06 5.982329968568848e-06 3.433720909555096e-06 -170.19673639058482 4.532289873886371e-06 266.8338940586479 -28.384874576628487 2302.4804278896995 2173.942498069336 92.40637917059021 7854.542229437746 0.0 4.676413019 0 0 "" "" ""
1999 1 44 1.2335668716904243e-10 3.780864197531469e-10 0.0016096399249286488 0.0014336558524519205 0.0002510587313264703 2377 2177 266.8336587723593 -28.38486608308093 49 1.6287234559524285e-05 9.643459459754411e-06 6.916551688904203e-06 4.095200174681572e-06 158.8924140047536 5.322092040222023e-06 266.83365734682025 -28.38486573704221 2377.4514952964105 2177.1245724298947 146.81522944441633 12479.294503384357 0.0 7.922017291 0 0 "" "" ""
2003 1 45 5.7822165016778754e-11 1.5432098765434567e-10 0.005980683664961579 0.011107337661087513 0.0002510587313264703 2290 2187 266.8339334640966 -28.384838305831792 20 1.065370278686967e-05 6.910528849214258e-06 4.524211015338817e-06 2.9346314015784732e-06 92.37406051242078 3.643746933169278e-06 266.8339339467969 -28.38483760533137 2289.8471200290796 2187.2521803040236 74.3308943253789 6318.126017670302 0.0 7.048461372 0 0 "" "" ""
2004 1 46 2.518128032415813e-10 9.722222222223776e-10 0.008301241626112864 0.004936701618134975 0.0002510587313264703 2381 2192 266.8336461430182 -28.384824416376713 126 2.353379564207642e-05 1.3623959446388186e-05 9.993882841169341e-06 5.785562882028689e-06 168.86024766313074 7.603961968159281e-06 266.8336433180359 -28.384827430793173 2381.8947213210977 2190.9148069973794 144.5243147173753 12284.566751844864 0.0 13.13095796 0 2 6 HII F10.27
2017 1 47 2.4810886099690486e-10 7.793209876544456e-10 0.007706586507100213 0.003666448872536421 0.0002510587313264703 2343 2206 266.8337661233634 -28.384785527797533 101 2.593061474575188e-05 1.2182796070121357e-05 1.101171819921852e-05 5.173557145408637e-06 170.32634999866804 7.547831037642092e-06 266.83376632831545 -28.38478723141166 2342.9350862951696 2205.386699070674 103.08868456092185 8762.538188078077 0.0 4.065273083 0 0 "" "" ""
2023 1 48 4.6090256552947514e-10 1.5200617283953048e-09 0.010335957650032413 0.0037803384475409985 0.0002510587313264703 2351 2222 266.8337408645089 -28.384741083296625 197 4.15571927482305e-05 1.4121487154787324e-05 1.764771487992167e-05 5.996843446524053e-06 156.52490259564047 1.0287399249751284e-05 266.83373181135045 -28.384747200123048 2353.867301989814 2219.7979347931646 108.16922466857754 9194.384097033762 0.0 5.461730855 1 1 "" "" ""
2028 1 49 3.1789309247076563e-10 9.490740740742258e-10 0.005077940529293458 0.0023412422742694616 0.0002510587313264703 2370 2228 266.83368087449685 -28.384724416477173 123 2.5050663897872494e-05 1.6157693419985485e-05 1.0638037480075576e-05 6.8615406319819754e-06 79.83564224525982 8.543613194315722e-06 266.8336828609243 -28.384729635623305 2369.3708545734135 2226.1211093692714 121.73578906525937 10347.54207108894 0.0 2.123356425 0 0 "" "" ""
2058 1 50 1.838120598774237e-10 5.401234567902098e-10 0.004998593642329525 0.0030246912501752377 0.0002510587313264703 2389 2254 266.83362088473365 -28.3846521940759 70 2.095953517148714e-05 1.1166314804833246e-05 8.900695072523756e-06 4.741897296311866e-06 -136.22523197257627 6.4966285025154975e-06 266.83362022940514 -28.38465350390737 2389.2075534912797 2253.528459914743 139.25226381785484 11836.442424443583 0.0 3.284412578 0 0 "" "" ""
2076 1 51 4.5638481785700095e-11 1.311728395061938e-10 0.0014744561156877722 0.003250320442020893 0.0002510587313264703 2390 2271 266.833617727561 -28.384604971843526 17 8.366581411488011e-06 6.945454326964832e-06 3.5529599933306365e-06 2.9494628863979913e-06 -161.01855535645853 3.2371783449766196e-06 266.8336169904314 -28.384605468431488 2390.233462638715 2270.821227472001 141.77075705900953 12050.514350931584 0.0 2.595647678 0 0 "" "" ""
2077 1 52 9.743405498481616e-10 2.8163580246918084e-09 0.0415251021363538 0.005936954636126757 0.0002510587313264703 2384 2283 266.8336366719028 -28.38457163857001 365 4.621867669426242e-05 2.6841747263188376e-05 1.9627264848450436e-05 1.139864055422358e-05 171.5133412206031 1.495741077426284e-05 266.83363819288985 -28.38457440457984 2383.518270125663 2282.00423814584 137.3003995502023 11670.53396196577 0.0 5.792783344 0 1 "" "" ""
2094 1 53 1.2414049325075773e-10 3.5493827160499505e-10 0.0014498725437942018 0.0013397958828136325 0.0002510587313264703 2133 2288 266.8344291710074 -28.38455774983638 46 1.3904928311139616e-05 1.1367428334649264e-05 5.904879373046471e-06 4.827302348914675e-06 145.257936570683 5.338973503171284e-06 266.83442941749024 -28.38455658147035 2132.9219327552146 2288.4206115315596 123.22100965433415 10473.785820827536 0.0 3.056389749 0 0 "" "" ""
2095 1 54 2.574743896419119e-10 1.0185185185186814e-09 0.09470955476470252 0.061620380729436874 0.0002510587313264703 2344 2289 266.83376296663516 -28.384554972235165 132 2.6114470234194876e-05 1.2553659060398429e-05 1.108979443643714e-05 5.3310481566897974e-06 167.8902519880771 7.688967953401614e-06 266.8337650103931 -28.384554335465292 2343.3527022989424 2289.229238738595 101.26035847519333 8607.130470730886 0.0 25.03349865 1 2 18 HII? ""
2103 1 55 1.8983096575761112e-10 5.478395061729271e-10 0.0023460454222617244 0.001472454983741045 0.0002510587313264703 2129 2302 266.8344418003342 -28.38451886091285 71 2.096804195298528e-05 1.152727602715184e-05 8.904307570012084e-06 4.895183413898762e-06 130.78422440479363 6.602137436389547e-06 266.8344425470397 -28.384522186242634 2128.7635074258706 2300.802880524036 131.45044618112343 11173.287925522221 0.0 3.525914556 0 0 20 "" ""
2104 1 56 1.7730832589100007e-11 5.4012345679020984e-11 0.004627832341015225 0.02416546642780304 0.0002510587313264703 2312 2296 266.8338640024038 -28.384535527972357 7 4.9369483666713045e-06 4.572861590612233e-06 2.096528937355134e-06 1.941915519303358e-06 89.65709912259837 2.017741826923978e-06 266.8338631037876 -28.38453552680603 2312.284609431868 2296.000419416813 77.43004041457718 6581.553435251817 0.0 3.885950716 0 0 "" "" ""
